"Edition","Report Type","Indicator","States","Region ID","Value","Source","Source Year"
"2015","2015 Annual","Diabetes - Ages 65+","Florida","US_FL","21.9","CDC, Behavioral Risk Factor Surveillance System","2014"
"2013","2013 Annual","Diabetes - Ages 65+","Florida","US_FL","21.2","CDC, Behavioral Risk Factor Surveillance System",""
"2014","2014 Annual","Diabetes - Ages 65+","Florida","US_FL","23.4","CDC, Behavioral Risk Factor Surveillance System","2013"
"2016","2016 Annual","Diabetes - Ages 65+","Florida","US_FL","22.9","CDC, Behavioral Risk Factor Surveillance System","2015"
"2017","2017 Annual","Diabetes - Ages 65+","Florida","US_FL","23.5","CDC, Behavioral Risk Factor Surveillance System","2016"
"2018","2018 Annual","Diabetes - Ages 65+","Florida","US_FL","20.9","CDC, Behavioral Risk Factor Surveillance System","2017"
"2019","2019 Annual","Diabetes - Ages 65+","Florida","US_FL","23.4","CDC, Behavioral Risk Factor Surveillance System","2018"
"2019","2019 Annual","Diabetes - Ages 65+","Virginia","US_VA","23.3","CDC, Behavioral Risk Factor Surveillance System","2018"
"2018","2018 Annual","Diabetes - Ages 65+","Virginia","US_VA","20.9","CDC, Behavioral Risk Factor Surveillance System","2017"
"2016","2016 Annual","Diabetes - Ages 65+","Virginia","US_VA","24.4","CDC, Behavioral Risk Factor Surveillance System","2015"
"2017","2017 Annual","Diabetes - Ages 65+","Virginia","US_VA","24.1","CDC, Behavioral Risk Factor Surveillance System","2016"
"2015","2015 Annual","Diabetes - Ages 65+","Virginia","US_VA","23.6","CDC, Behavioral Risk Factor Surveillance System","2014"
"2014","2014 Annual","Diabetes - Ages 65+","Virginia","US_VA","20.9","CDC, Behavioral Risk Factor Surveillance System","2013"
"2013","2013 Annual","Diabetes - Ages 65+","Virginia","US_VA","23.3","CDC, Behavioral Risk Factor Surveillance System",""
"2012","2012 Annual","Diabetes - Ages 65+","Virginia","US_VA","22.2","CDC, Behavioral Risk Factor Surveillance System",""
"2012","2012 Annual","Diabetes - Ages 65+","Colorado","US_CO","17.1","CDC, Behavioral Risk Factor Surveillance System",""
"2015","2015 Annual","Diabetes - Ages 65+","Colorado","US_CO","16.6","CDC, Behavioral Risk Factor Surveillance System","2014"
"2013","2013 Annual","Diabetes - Ages 65+","Colorado","US_CO","16.7","CDC, Behavioral Risk Factor Surveillance System",""
"2014","2014 Annual","Diabetes - Ages 65+","Colorado","US_CO","16.8","CDC, Behavioral Risk Factor Surveillance System","2013"
"2019","2019 Annual","Diabetes - Ages 65+","Colorado","US_CO","16.3","CDC, Behavioral Risk Factor Surveillance System","2018"
"2018","2018 Annual","Diabetes - Ages 65+","Colorado","US_CO","16.5","CDC, Behavioral Risk Factor Surveillance System","2017"
"2016","2016 Annual","Diabetes - Ages 65+","Colorado","US_CO","16.7","CDC, Behavioral Risk Factor Surveillance System","2015"
"2017","2017 Annual","Diabetes - Ages 65+","Colorado","US_CO","15.8","CDC, Behavioral Risk Factor Surveillance System","2016"
