Year,Survey,LocationDesc,DataSource,Topic,Question,StratificationCategory,Stratification,Median,Minimum,Maximum,DataValueUnit,DataValue,LowCI,HighCI,Footnote1,Footnote2,Footnote3,Footnote4,TopicID,QuestionID
2019,State,Massachusetts,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,24.6,10.4,38.2,%,36.5,31.9,41.2,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Massachusetts,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,28.9,11.1,42.1,%,37.2,31.7,43.0,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Michigan,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,27.6,10.7,40.6,%,23.0,19.4,27.0,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Michigan,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,24.6,10.4,38.2,%,22.6,18.3,27.6,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Michigan,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,28.9,11.1,42.1,%,23.0,19.1,27.5,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Mississippi,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,27.6,10.7,40.6,%,27.6,24.3,31.1,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Mississippi,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,24.6,10.4,38.2,%,23.2,19.1,27.8,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Mississippi,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,28.9,11.1,42.1,%,31.4,27.5,35.6,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Missouri,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,27.6,10.7,40.6,%,24.8,20.1,30.0,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Missouri,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,24.6,10.4,38.2,%,20.8,16.6,25.8,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Missouri,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,28.9,11.1,42.1,%,27.9,21.7,35.1,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Montana,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,27.6,10.7,40.6,%,33.5,31.0,36.1,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Montana,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,24.6,10.4,38.2,%,32.3,29.4,35.3,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Montana,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,28.9,11.1,42.1,%,34.6,31.4,38.0,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Nebraska,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,27.6,10.7,40.6,%,18.8,15.2,23.0,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Nebraska,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,24.6,10.4,38.2,%,17.4,13.3,22.5,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Nebraska,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,28.9,11.1,42.1,%,19.5,15.2,24.6,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,New Mexico,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,27.6,10.7,40.6,%,37.5,34.2,41.0,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,New Mexico,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,24.6,10.4,38.2,%,36.3,32.8,40.0,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,New Mexico,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,28.9,11.1,42.1,%,38.7,35.2,42.4,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,North Dakota,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,27.6,10.7,40.6,%,35.5,32.0,39.1,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,North Dakota,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,24.6,10.4,38.2,%,34.0,29.7,38.5,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,North Dakota,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,28.9,11.1,42.1,%,36.9,32.8,41.1,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Ohio,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,27.6,10.7,40.6,%,36.7,30.0,44.0,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Ohio,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,24.6,10.4,38.2,%,35.5,27.3,44.6,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Ohio,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,28.9,11.1,42.1,%,37.8,31.1,44.9,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Oklahoma,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,27.6,10.7,40.6,%,30.8,26.4,35.6,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Oklahoma,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,24.6,10.4,38.2,%,28.8,22.7,35.7,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Oklahoma,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,28.9,11.1,42.1,%,32.6,27.5,38.2,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Pennsylvania,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,27.6,10.7,40.6,%,26.7,23.3,30.4,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Pennsylvania,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,24.6,10.4,38.2,%,26.5,22.6,30.8,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Pennsylvania,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,28.9,11.1,42.1,%,26.5,22.4,31.0,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Rhode Island,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,27.6,10.7,40.6,%,33.3,28.9,37.9,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Rhode Island,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,24.6,10.4,38.2,%,32.9,28.0,38.2,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Rhode Island,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,28.9,11.1,42.1,%,32.8,27.9,38.1,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,South Carolina,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,27.6,10.7,40.6,%,27.5,22.3,33.4,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,South Carolina,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,24.6,10.4,38.2,%,23.7,17.8,30.9,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,South Carolina,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,28.9,11.1,42.1,%,30.0,24.8,35.7,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,South Dakota,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,27.6,10.7,40.6,%,29.7,24.4,35.6,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,South Dakota,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Female,24.6,10.4,38.2,%,27.6,22.0,34.1,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,South Dakota,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Male,28.9,11.1,42.1,%,31.0,24.8,37.9,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
2019,State,Tennessee,YRBS,Tobacco Use,Currently smoked cigarettes or cigars or used smokeless tobacco or electronic vapor products,Sex,Total,27.6,10.7,40.6,%,27.9,22.2,34.5,*On at least 1 day during the 30 days before the survey.,,,"CI = 95% confidence interval which indicates that 95% of the time, the value is expected to fall within this estimated range.",C02,QNTB4
