"ID","YearStart","YearEnd","Description","LocationAbbr","LocationDesc","DataSource","Class","Topic","Question","Response","Data_Value_Unit","DataValueTypeId","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","GeoLocation_Lat","GeoLocation_Long","ClassId","TopicId","QuestionId","ResponseId","StratficationCategory1","StratificationCategoryId1","Stratification1","StratificationId1","StratificationCategory2","StratificationCategoryId2","Stratification2","StratificationId2","StratificationCategory3","StratificationCategoryId3","Stratification3","StratificationId3","LocationDisplayOrder","FootnoteSymbol","FootnoteText","URL","FootnoteHeading"
"80627","2010","2010","2010","GA","Georgia","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","14.4","","","14.2","14.6","104,959","32.83968109300048","-83.62758034599966","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","13","","","",""
"80230","2010","2010","2010","HI","Hawaii","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","9.7","","","9.3","10.2","14,505","21.304850435000446","-157.85774940299973","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","15","","","",""
"80913","2010","2010","2010","ID","Idaho","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","11.9","","","11.5","12.4","18,704","43.682630005000476","-114.3637300419997","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","16","","","",""
"80677","2010","2010","2010","IL","Illinois","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","15.7","","","15.5","15.9","108,762","40.48501028300046","-88.99771017799969","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","17","","","",""
"80278","2010","2010","2010","IN","Indiana","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","15.1","","","14.8","15.4","63,246","39.766910452000445","-86.14996019399968","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","18","","","",""
"80876","2010","2010","2010","IA","Iowa","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","15.6","","","15.2","16.0","29,497","42.46940091300047","-93.81649055599968","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","19","","","",""
"80394","2010","2010","2010","KS","Kansas","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","13.7","","","13.4","14.1","30,470","38.34774030000045","-98.20078122699965","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","20","","","",""
"80412","2010","2010","2010","KY","Kentucky","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","18.2","","","17.9","18.6","45,761","37.645970271000465","-84.77497104799966","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","21","","","",""
"81094","2010","2010","2010","LA","Louisiana","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","13.8","","","13.5","14.1","48,148","31.31266064400046","-92.44568007099969","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","22","","","",""
"80527","2010","2010","2010","ME","Maine","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","15.2","","","14.6","15.9","10,478","45.254228894000505","-68.98503133599962","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","23","","","",""
"81298","2010","2010","2010","MD","Maryland","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","17.1","","","16.8","17.4","51,280","39.29058096400047","-76.60926011099963","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","24","","","",""
"81651","2010","2010","2010","MA","Massachusetts","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","17.1","","","16.8","17.5","49,178","42.27687047000046","-72.08269067499964","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","25","","","",""
"81167","2010","2010","2010","MI","Michigan","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","14.4","","","14.2","14.6","85,293","44.6613195430005","-84.71439026999968","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","26","","","",""
"81350","2010","2010","2010","MN","Minnesota","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","12.7","","","12.4","13.0","57,557","46.35564873600049","-94.79420050299967","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","27","","","",""
"81700","2010","2010","2010","MS","Mississippi","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","14.9","","","14.6","15.3","36,526","32.745510099000455","-89.53803082499968","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","28","","","",""
"81911","2010","2010","2010","MO","Missouri","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","14.4","","","14.1","14.8","50,575","38.635790776000476","-92.56630005299968","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","29","","","",""
"82061","2010","2010","2010","MT","Montana","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","13.4","","","12.6","14.2","7,194","47.06652897200047","-109.42442064499971","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","30","","","",""
"82078","2010","2010","2010","NE","Nebraska","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","14.4","","","13.8","14.9","15,622","41.6410409880005","-99.36572062299967","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","31","","","",""
"81514","2010","2010","2010","NV","Nevada","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","15.1","","","14.6","15.5","25,874","39.493240390000494","-117.07184056399967","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","32","","","",""
"81781","2010","2010","2010","NH","New Hampshire","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","15.0","","","14.1","15.8","7,264","43.65595011300047","-71.50036091999965","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","33","","","",""
"82381","2010","2010","2010","NJ","New Jersey","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","18.9","","","18.6","19.2","59,001","40.13057004800049","-74.27369128799967","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","34","","","",""
"82232","2010","2010","2010","NM","New Mexico","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","15.7","","","15.2","16.1","21,968","34.52088095200048","-106.24058098499967","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","35","","","",""
"83081","2010","2010","2010","NY","New York","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","16.1","","","16.0","16.3","186,766","42.82700103200045","-75.54397042699964","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","36","","","",""
"82433","2010","2010","2010","NC","North Carolina","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","13.9","","","13.6","14.1","89,798","35.466220975000454","-79.15925046299964","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","37","","","",""
"82281","2010","2010","2010","ND","North Dakota","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","14.5","","","13.5","15.4","5,485","47.47531977900047","-100.11842104899966","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","38","","","",""
"82879","2010","2010","2010","OH","Ohio","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","12.6","","","12.4","12.8","102,804","40.06021014100048","-82.40426005599966","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","39","","","",""
"82563","2010","2010","2010","OK","Oklahoma","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","15.4","","","15.1","15.8","37,849","35.47203135600046","-97.52107021399968","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","40","","","",""
"82581","2010","2010","2010","OR","Oregon","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","15.8","","","15.5","16.2","43,216","44.56744942400047","-120.15503132599969","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","41","","","",""
"83012","2010","2010","2010","PA","Pennsylvania","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","12.8","","","12.6","13.1","96,768","40.79373015200048","-77.86070029399963","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","42","","","",""
"82696","2010","2010","2010","RI","Rhode Island","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","16.4","","","15.7","17.1","10,787","41.70828019300046","-71.52247031399963","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","44","","","",""
"83299","2010","2010","2010","SC","South Carolina","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","13.3","","","13.0","13.7","39,785","33.998821303000454","-81.04537120699968","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","45","","","",""
"83717","2010","2010","2010","SD","South Dakota","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","17.3","","","16.5","18.1","7,885","44.353130053000484","-100.3735306369997","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","46","","","",""
"83162","2010","2010","2010","TN","Tennessee","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","16.0","","","15.7","16.3","57,153","35.68094058000048","-85.77449091399967","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","47","","","",""
"83344","2010","2010","2010","TX","Texas","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","16.9","","","16.8","17.0","361,838","31.827240407000488","-99.42677020599967","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","48","","","",""
"83773","2010","2010","2010","UT","Utah","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","12.5","","","12.1","12.9","26,061","39.360700171000474","-111.58713063499971","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","49","","","",""
"83956","2010","2010","2010","VT","Vermont","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","13.8","","","13.0","14.7","6,964","43.62538123900049","-72.51764079099962","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","50","","","",""
"83474","2010","2010","2010","VA","Virginia","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","21.5","","","21.2","21.9","48,933","37.54268067400045","-78.45789046299967","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","51","","","",""
"83491","2010","2010","2010","WA","Washington","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","14.9","","","14.6","15.1","78,374","47.52227862900048","-120.47001078999972","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","53","","","",""
"84090","2010","2010","2010","WV","West Virginia","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","14.4","","","13.9","14.9","17,669","38.66551020200046","-80.71264013499967","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","54","","","",""
"83608","2010","2010","2010","WI","Wisconsin","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","15.2","","","14.9","15.5","48,524","44.39319117400049","-89.81637074199966","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","55","","","",""
"84381","2010","2010","2010","WY","Wyoming","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","11.8","","","10.8","12.7","4,418","43.23554134300048","-108.10983035299967","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","56","","","",""
"84221","2010","2010","2010","GU","Guam","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","11.4","","","10.3","12.5","3,248","13.444304","144.793731","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","66","","","",""
"84815","2010","2010","2010","PR","Puerto Rico","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","20.3","","","20.0","20.6","70,699","18.220833","-66.590149","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","72","","","",""
"84414","2010","2010","2010","VI","Virgin Islands","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","12.4","","","11.0","13.8","2,093","18.335765","-64.896335","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","78","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","†","Obesity is defined as body mass index (BMI)-for-age and sex =95th percentile based on the 2000 CDC growth chart; BMI was calculated from measured weight and height (weight [kg]/ height [m²]).Children with missing values of height, weight, and BMI were excluded.In addition, children with biological implausible values for height, weight, and BMI defined as the following z-scores values, were excluded from the analyses: height-for-age< -5.0 or >4.0, weight-for-age< -5.0 or >8.0, and BMI-for-age< -4.0 or >8.0.","","Footnote"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Women, Infants, and Children Participant and Program Characteristics ","http://www.fns.usda.gov/pd/wic-program","Data Source"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Centers for Disease Control and Prevention.National Center for Chronic Disease Prevention and Health Promotion, Division of Nutrition, Physical Activity, and Obesity.Data, Trend and Maps [online].","/nccdphp/dnpao/data-trends-maps/index.html","Suggested Citation"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Breastfeeding","/breastfeeding/index.htm","Related Links"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Division of Nutrition, Physical Activity, and Obesity","/nccdphp/dnpao/index.html","Related Links"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Physical Activity","/physicalactivity/index.html","Related Links"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chronic Disease Prevention and Health Promotion","/chronicdisease/index.htm","Related Links"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Overweight and Obesity","/obesity/index.html","Related Links"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","State and Local Programs","/nccdphp/dnpao/state-local-programs/index.html","Related Links"
