"ID","YearStart","YearEnd","Description","LocationAbbr","LocationDesc","DataSource","Class","Topic","Question","Response","Data_Value_Unit","DataValueTypeId","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","GeoLocation_Lat","GeoLocation_Long","ClassId","TopicId","QuestionId","ResponseId","StratficationCategory1","StratificationCategoryId1","Stratification1","StratificationId1","StratificationCategory2","StratificationCategoryId2","Stratification2","StratificationId2","StratificationCategory3","StratificationCategoryId3","Stratification3","StratificationId3","LocationDisplayOrder","FootnoteSymbol","FootnoteText","URL","FootnoteHeading"
"80638","2012","2012","2012","GA","Georgia","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","13.4","","","13.2","13.6","108,699","32.83968109300048","-83.62758034599966","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","13","","","",""
"80740","2012","2012","2012","HI","Hawaii","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","10.2","","","9.7","10.7","14,578","21.304850435000446","-157.85774940299973","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","15","","","",""
"80924","2012","2012","2012","ID","Idaho","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","11.8","","","11.4","12.3","17,278","43.682630005000476","-114.3637300419997","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","16","","","",""
"80688","2012","2012","2012","IL","Illinois","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","15.9","","","15.7","16.1","105,580","40.48501028300046","-88.99771017799969","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","17","","","",""
"80289","2012","2012","2012","IN","Indiana","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","14.7","","","14.5","15.0","60,999","39.766910452000445","-86.14996019399968","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","18","","","",""
"80887","2012","2012","2012","IA","Iowa","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","15.1","","","14.7","15.5","26,727","42.46940091300047","-93.81649055599968","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","19","","","",""
"80988","2012","2012","2012","KS","Kansas","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","13.1","","","12.7","13.5","29,955","38.34774030000045","-98.20078122699965","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","20","","","",""
"80422","2012","2012","2012","KY","Kentucky","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","13.5","","","13.2","13.9","43,424","37.645970271000465","-84.77497104799966","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","21","","","",""
"81105","2012","2012","2012","LA","Louisiana","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","13.8","","","13.5","14.2","43,459","31.31266064400046","-92.44568007099969","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","22","","","",""
"80539","2012","2012","2012","ME","Maine","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","14.9","","","14.3","15.6","10,144","45.254228894000505","-68.98503133599962","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","23","","","",""
"81309","2012","2012","2012","MD","Maryland","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","16.2","","","15.9","16.6","51,503","39.29058096400047","-76.60926011099963","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","24","","","",""
"81825","2012","2012","2012","MA","Massachusetts","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","16.9","","","16.5","17.2","42,637","42.27687047000046","-72.08269067499964","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","25","","","",""
"81155","2012","2012","2012","MI","Michigan","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","13.9","","","13.7","14.1","91,932","44.6613195430005","-84.71439026999968","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","26","","","",""
"81361","2012","2012","2012","MN","Minnesota","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","12.2","","","12.0","12.5","51,943","46.35564873600049","-94.79420050299967","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","27","","","",""
"81711","2012","2012","2012","MS","Mississippi","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","14.8","","","14.4","15.1","34,429","32.745510099000455","-89.53803082499968","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","28","","","",""
"81972","2012","2012","2012","MO","Missouri","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","13.5","","","13.2","13.8","51,388","38.635790776000476","-92.56630005299968","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","29","","","",""
"81409","2012","2012","2012","MT","Montana","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","11.3","","","10.6","12.0","7,886","47.06652897200047","-109.42442064499971","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","30","","","",""
"82088","2012","2012","2012","NE","Nebraska","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","17.2","","","16.7","17.8","17,514","41.6410409880005","-99.36572062299967","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","31","","","",""
"81525","2012","2012","2012","NV","Nevada","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","12.9","","","12.5","13.3","27,669","39.493240390000494","-117.07184056399967","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","32","","","",""
"81792","2012","2012","2012","NH","New Hampshire","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","14.8","","","13.9","15.7","6,294","43.65595011300047","-71.50036091999965","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","33","","","",""
"82392","2012","2012","2012","NJ","New Jersey","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","16.8","","","16.5","17.1","59,965","40.13057004800049","-74.27369128799967","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","34","","","",""
"82741","2012","2012","2012","NM","New Mexico","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","13.5","","","13.0","13.9","21,220","34.52088095200048","-106.24058098499967","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","35","","","",""
"83092","2012","2012","2012","NY","New York","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","15.1","","","15.0","15.3","189,963","42.82700103200045","-75.54397042699964","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","36","","","",""
"82421","2012","2012","2012","NC","North Carolina","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","13.5","","","13.3","13.8","92,859","35.466220975000454","-79.15925046299964","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","37","","","",""
"82292","2012","2012","2012","ND","North Dakota","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","14.0","","","13.1","15.0","4,884","47.47531977900047","-100.11842104899966","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","38","","","",""
"82890","2012","2012","2012","OH","Ohio","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","13.0","","","12.8","13.2","95,494","40.06021014100048","-82.40426005599966","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","39","","","",""
"82907","2012","2012","2012","OK","Oklahoma","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","15.0","","","14.6","15.3","36,801","35.47203135600046","-97.52107021399968","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","40","","","",""
"82591","2012","2012","2012","OR","Oregon","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","15.9","","","15.6","16.3","41,170","44.56744942400047","-120.15503132599969","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","41","","","",""
"83023","2012","2012","2012","PA","Pennsylvania","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","13.1","","","12.9","13.4","93,018","40.79373015200048","-77.86070029399963","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","42","","","",""
"82707","2012","2012","2012","RI","Rhode Island","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","16.7","","","16.0","17.5","10,034","41.70828019300046","-71.52247031399963","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","44","","","",""
"83309","2012","2012","2012","SC","South Carolina","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","12.6","","","12.3","12.9","41,384","33.998821303000454","-81.04537120699968","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","45","","","",""
"83825","2012","2012","2012","SD","South Dakota","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","14.8","","","14.1","15.6","8,025","44.353130053000484","-100.3735306369997","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","46","","","",""
"83172","2012","2012","2012","TN","Tennessee","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","15.3","","","15.0","15.6","53,034","35.68094058000048","-85.77449091399967","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","47","","","",""
"83355","2012","2012","2012","TX","Texas","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","15.9","","","15.8","16.0","336,178","31.827240407000488","-99.42677020599967","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","48","","","",""
"83784","2012","2012","2012","UT","Utah","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","8.7","","","8.4","9.1","25,645","39.360700171000474","-111.58713063499971","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","49","","","",""
"83967","2012","2012","2012","VT","Vermont","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","13.7","","","12.8","14.6","6,070","43.62538123900049","-72.51764079099962","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","50","","","",""
"83485","2012","2012","2012","VA","Virginia","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","20.1","","","19.7","20.4","51,755","37.54268067400045","-78.45789046299967","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","51","","","",""
"83502","2012","2012","2012","WA","Washington","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","14.3","","","14.1","14.6","81,152","47.52227862900048","-120.47001078999972","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","53","","","",""
"84101","2012","2012","2012","WV","West Virginia","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","14.1","","","13.6","14.7","15,730","38.66551020200046","-80.71264013499967","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","54","","","",""
"83618","2012","2012","2012","WI","Wisconsin","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","15.2","","","14.9","15.5","46,000","44.39319117400049","-89.81637074199966","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","55","","","",""
"84392","2012","2012","2012","WY","Wyoming","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","10.6","","","9.7","11.5","4,198","43.23554134300048","-108.10983035299967","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","56","","","",""
"84230","2012","2012","2012","GU","Guam","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","10.0","","","8.9","11.1","2,870","13.444304","144.793731","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","66","","","",""
"85073","2012","2012","2012","PR","Puerto Rico","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","15.7","","","15.4","15.9","81,770","18.220833","-66.590149","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","72","","","",""
"84425","2012","2012","2012","VI","Virgin Islands","WIC","Obesity / Weight Status","Obesity / Weight Status","Percent of WIC children aged 2 to 4 years who have obesity †","","","VALUE","Value","12.9","","","11.4","14.3","2,138","18.335765","-64.896335","OWS","OWS1","Q041","","Total","OVR","Total","OVERALL","","","","","","","","","78","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","†","Obesity is defined as body mass index (BMI)-for-age and sex =95th percentile based on the 2000 CDC growth chart; BMI was calculated from measured weight and height (weight [kg]/ height [m²]).Children with missing values of height, weight, and BMI were excluded.In addition, children with biological implausible values for height, weight, and BMI defined as the following z-scores values, were excluded from the analyses: height-for-age< -5.0 or >4.0, weight-for-age< -5.0 or >8.0, and BMI-for-age< -4.0 or >8.0.","","Footnote"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Women, Infants, and Children Participant and Program Characteristics ","http://www.fns.usda.gov/pd/wic-program","Data Source"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Centers for Disease Control and Prevention.National Center for Chronic Disease Prevention and Health Promotion, Division of Nutrition, Physical Activity, and Obesity.Data, Trend and Maps [online].","/nccdphp/dnpao/data-trends-maps/index.html","Suggested Citation"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Breastfeeding","/breastfeeding/index.htm","Related Links"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Division of Nutrition, Physical Activity, and Obesity","/nccdphp/dnpao/index.html","Related Links"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Physical Activity","/physicalactivity/index.html","Related Links"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Chronic Disease Prevention and Health Promotion","/chronicdisease/index.htm","Related Links"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Overweight and Obesity","/obesity/index.html","Related Links"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","State and Local Programs","/nccdphp/dnpao/state-local-programs/index.html","Related Links"
